,id,name,host_id,host_since,street,neighbourhood,city,state,zipcode,country,latitude,longitude,property_type,bedrooms,price,minimum_nights,availability_365,number_of_reviews,review_scores_rating,host_listings,reviews_per_month,price_group
4785,22169630,Spacious 2 bedroom apartment in safe neighbourhood,6084144,2013-04-25,"Haegersten-Liljeholmen, Stockholms laen, Sweden",Haegersten-Liljeholmen,Haegersten-Liljeholmen,Stockholms laen,126 34,Sweden,5.930.215,1.800.823,Apartment,2.0,1001.0,4,284,8,90.0,1,0,High Price
4786,22170029,Cosy and Fresh Soedermalm Apartment,78136656,2016-06-16,"Soedermalm, Stockholms laen, Sweden",Soedermalm,Soedermalm,Stockholms laen,117 37,Sweden,5.931.848,1.802.807,Apartment,1.0,1197.0,2,0,12,98.0,1,0,High Price
4787,22170546,Cozy apartment not far from the citycenter,54219788,2016-01-11,"Enskede-Aarsta-Vantoer, Stockholms laen, Sweden",Enskede-Aarsta-Vantoer,Enskede-Aarsta-Vantoer,Stockholms laen,124 50,Sweden,5.926.337,1.803.463,Apartment,1.0,402.0,2,0,4,95.0,1,0,Low Price
4788,22174009,Central apartment with balcony in popular area,33884767,2015-05-21,"Norrmalm, Stockholms laen, Sweden",Norrmalm,Norrmalm,Stockholms laen,113 36,Sweden,5.934.023,1.803.337,Apartment,1.0,598.0,3,9,7,94.0,1,0,Middle Price
4789,22180937,Cosy flat close to nature and town,10517603,2013-12-09,"Stockholm, Stockholms laen, Sweden",Skarpnaeck,Stockholm,Stockholms laen,121 52,Sweden,5.929.296,1.811.079,Apartment,1.0,402.0,1,43,53,99.0,1,2,Low Price
4790,22182430,Trendy Nordic living @ Stockholm's best location,156735935,2017-10-30,"Norrmalm, Stockholms laen, Sweden",Norrmalm,Norrmalm,Stockholms laen,113 53,Sweden,5.934.392,180.593,Apartment,2.0,2619.0,3,0,1,100.0,1,0,High Price
4791,22183897,Apartment in Stockholm City - 50 meter from metro,83340766,2016-07-12,"Norrmalm, Stockholms laen, Sweden",Norrmalm,Norrmalm,Stockholms laen,113 57,Sweden,5.934.333,1.805.929,Apartment,2.0,834.0,4,0,3,100.0,1,0,Middle Price
4792,22187437,Beautiful Room in a modern area close to Stockholm,851027,2011-07-21,"Bromma, Stockholms laen, Sweden",Bromma,Bromma,Stockholms laen,168 71,Sweden,5.936.329,1.794.698,Apartment,1.0,530.0,1,120,1,100.0,2,0,Middle Price
4794,22190282,At The Top - Skyline View over Central Soedermalm!,24460349,2014-12-03,"Soedermalm, Stockholms laen, Sweden",Soedermalm,Soedermalm,Stockholms laen,116 62,Sweden,5.930.975,1.807.469,Apartment,1.0,647.0,30,365,9,89.0,1,0,Middle Price
4795,22199829,Newly renovated apartment. Close to inner city.,70942841,2016-05-08,"Bromma, Stockholms laen, Sweden",Bromma,Bromma,Stockholms laen,168 33,Sweden,5.933.167,1.794.569,Apartment,1.0,696.0,3,180,87,95.0,9,4,Middle Price
4798,22234632,"Stylish attic, 400 year old house in Old Town",1027549,2011-08-27,"Soedermalm, Stockholms laen, Sweden",Soedermalm,Soedermalm,Stockholms laen,111 27,Sweden,5.932.339,1.806.935,Loft,2.0,2001.0,1,290,127,97.0,15,6,High Price
4799,22244936,2 bedroom flat in central quiet area,162546616,2017-12-13,"Kungsholmen, Stockholms laen, Sweden",Kungsholmen,Kungsholmen,Stockholms laen,112 59,Sweden,5.932.937,1.801.387,Apartment,2.0,530.0,4,0,2,100.0,2,0,Middle Price
4800,22245622,Lovely apt in the absolutely heart of Soedermalm!,34775475,2015-06-01,"Soedermalm, Stockholms laen, Sweden",Soedermalm,Soedermalm,Stockholms laen,116 37,Sweden,5.931.149,1.808.082,Apartment,1.0,1050.0,1,0,10,98.0,2,0,High Price
4801,22258038,Trendy apartment in liljeholmen,14503605,2014-04-20,"Stockholm, Stockholms laen, Sweden",Haegersten-Liljeholmen,Stockholm,Stockholms laen,117 63,Sweden,5.930.872,1.802.056,Apartment,2.0,1197.0,3,58,9,95.0,1,0,High Price
4802,22262370,"Perfect apartment in Soedermalm,close to everything",92818932,2016-08-31,"Soedermalm, Stockholms laen, Sweden",Soedermalm,Soedermalm,Stockholms laen,118 30,Sweden,5.931.268,1.807.433,Apartment,0.0,500.0,1,143,109,89.0,2,5,Middle Price
4803,22274135,Stylish 1 bedroom flat in great central area,13760431,2014-04-01,"Norrmalm, Stockholms laen, Sweden",Norrmalm,Norrmalm,Stockholms laen,113 42,Sweden,5.934.298,180.348,Apartment,1.0,1305.0,1,171,33,96.0,1,2,High Price
4806,22301332,Cosy apartment in popular Hammarby Sjoestad,10786241,2013-12-23,"Soedermalm, Stockholms laen, Sweden",Skarpnaeck,Soedermalm,Stockholms laen,120 79,Sweden,5.930.247,1.809.856,Apartment,0.0,804.0,2,0,5,92.0,1,0,Middle Price
4807,22303112,Basement apartment with own garden close to subway,27764797,2015-02-15,"Stockholm Vaellingby, Stockholms laen, Sweden",Haesselby-Vaellingby,Stockholm Vaellingby,Stockholms laen,162 53,Sweden,5.935.737,1.788.947,Apartment,2.0,422.0,5,63,43,97.0,1,2,Low Price
4810,22313698,"Heart of Soedermalm SoFo 2BR Flat,",2930009,2012-07-13,"Soedermalm, Stockholms laen, Sweden",Soedermalm,Soedermalm,Stockholms laen,118 58,Sweden,5.930.839,1.807.306,Apartment,2.0,1128.0,2,0,51,94.0,1,2,High Price
4811,22318032,LUXURY APARTMENT NEAR STUREPLAN,62969020,2016-03-14,"Stockholm, Stockholms laen, Sweden",Oestermalm,Stockholm,Stockholms laen,114 52,Sweden,5.933.353,1.808.361,Apartment,1.0,1903.0,2,335,15,98.0,1,0,High Price
4812,22320286,Medborgarplatsen Soedermalm,163170453,2017-12-18,"Soedermalm, Stockholms laen, Sweden",Soedermalm,Soedermalm,Stockholms laen,118 28,Sweden,593.134,1.806.935,Apartment,0.0,902.0,6,0,8,98.0,1,0,Middle Price
4813,22320927,Cosy and quiet apartment in the heart of Soedermalm,121623556,2017-03-20,"Soedermalm, Stockholms laen, Sweden",Soedermalm,Soedermalm,Stockholms laen,118 58,Sweden,5.931.059,1.807.057,Apartment,1.0,902.0,3,0,8,100.0,1,0,Middle Price
4815,22324901,Nice room in central Vasastan,21407837,2014-09-16,"Norrmalm, Stockholms laen, Sweden",Norrmalm,Norrmalm,Stockholms laen,113 58,Sweden,5.934.124,180.608,Apartment,1.0,471.0,4,0,6,97.0,1,0,Low Price
4816,22333918,Familjevaenlig och central designlaegenhet,54476385,2016-01-13,"Soedermalm, Stockholms laen, Sweden",Soedermalm,Soedermalm,Stockholms laen,117 38,Sweden,593.152,1.803.348,Apartment,2.0,902.0,5,0,5,100.0,1,0,Middle Price
4822,22364278,Charming 1920's House Close to City,1027549,2011-08-27,"Enskededalen, Stockholms laen, Sweden",Skarpnaeck,Enskededalen,Stockholms laen,121 34,Sweden,5.927.923,1.811.151,House,4.0,1001.0,1,23,9,100.0,15,0,High Price
4823,22372233,Unik laegenhet i populaera Hammarby sjoestad!,163589011,2017-12-21,"Soedermalm, Stockholms laen, Sweden",Soedermalm,Soedermalm,Stockholms laen,120 62,Sweden,5.930.462,180.886,Apartment,1.0,1099.0,2,0,3,100.0,1,0,High Price
4825,22382678,Room with a view,17952012,2014-07-11,"Soedermalm, Stockholms laen, Sweden",Soedermalm,Soedermalm,Stockholms laen,118 67,Sweden,5.931.109,1.805.353,Apartment,1.0,451.0,2,31,12,95.0,3,0,Low Price
4827,22389220,Cosy and modern Annex in Stockholm,4455221,2012-12-20,"Enskede-Aarsta-Vantoer, Stockholms laen, Sweden",Enskede-Aarsta-Vantoer,Enskede-Aarsta-Vantoer,Stockholms laen,122 47,Sweden,592.705,1.806.292,Guesthouse,1.0,1197.0,2,211,40,96.0,2,2,High Price
4831,22420988,Private room in  B cozy house,164172738,2017-12-25,"Skaerholmen, Stockholms laen, Sweden",Skaerholmen,Skaerholmen,Stockholms laen,127 30,Sweden,5.929.016,1.791.532,House,1.0,304.0,1,81,26,98.0,1,1,Low Price
4833,22428585,Two-story 19th century courtyard house,24861287,2014-12-15,"Soedermalm, Stockholms laen, Sweden",Soedermalm,Soedermalm,Stockholms laen,118 52,Sweden,5.931.558,1.806.192,House,1.0,1050.0,2,0,7,100.0,1,0,High Price
4834,22433891,Room with a view,12612205,2014-02-26,"Soedermalm, Stockholms laen, Sweden",Soedermalm,Soedermalm,Stockholms laen,116 41,Sweden,5.930.513,1.808.172,Apartment,1.0,226.0,2,324,86,97.0,3,4,Low Price
4835,22445337,"Modern flat, nearby Tele2 Arena & Soedermalm",51906491,2015-12-21,"Enskede-Aarsta-Vantoer, Stockholms laen, Sweden",Enskede-Aarsta-Vantoer,Enskede-Aarsta-Vantoer,Stockholms laen,120 52,Sweden,5.929.534,1.805.582,Apartment,1.0,628.0,3,0,22,96.0,1,1,Middle Price
4836,22450993,Cozy Apartment in the heart of Stockholm,112566518,2017-01-21,"Norrmalm, Stockholms laen, Sweden",Norrmalm,Norrmalm,Stockholms laen,113 53,Sweden,5.934.498,1.806.024,Apartment,1.0,353.0,2,0,1,100.0,1,0,Low Price
4837,22451672,Nice bedroom in cosy villa.,59953942,2016-02-22,"Skarpnaecks Gaard, Stockholms laen, Sweden",Skarpnaeck,Skarpnaecks Gaard,Stockholms laen,128 38,Sweden,5.927.769,1.811.755,House,1.0,353.0,2,0,11,96.0,1,0,Low Price
4838,22459154,Great location and family friendly in Stockholm,27143326,2015-02-03,"Stockholm, Stockholms laen, Sweden",Oestermalm,Stockholm,Stockholms laen,114 26,Sweden,5.934.465,1.806.931,Apartment,2.0,804.0,4,0,1,100.0,1,0,Middle Price
4839,22465653,Cozy apartment in the heart of Stockholm,154851062,2017-10-16,"Kungsholmen, Stockholms laen, Sweden",Kungsholmen,Kungsholmen,Stockholms laen,112 31,Sweden,593.287,1.803.698,Apartment,1.0,795.0,5,0,7,93.0,1,0,Middle Price
4842,22471160,2-floor apartment close to city and beach,142847046,2017-07-27,"Haegersten-Liljeholmen, Stockholms laen, Sweden",Haegersten-Liljeholmen,Haegersten-Liljeholmen,Stockholms laen,117 64,Sweden,5.930.855,1.801.673,Apartment,3.0,1099.0,1,57,3,93.0,1,1,High Price
4843,22481247,Cozy Stockholm apartment!,59216577,2016-02-17,"Soedermalm, Stockholms laen, Sweden",Soedermalm,Soedermalm,Stockholms laen,116 31,Sweden,5.931.099,1.808.793,Apartment,2.0,961.0,5,21,28,92.0,1,1,Middle Price
4844,22488202,Fin Studio paa Norr Maelarstrand/Kungsholmen,27550451,2015-02-10,"Kungsholmen, Stockholms laen, Sweden",Kungsholmen,Kungsholmen,Stockholms laen,112 22,Sweden,5.932.871,1.803.766,Apartment,0.0,334.0,3,0,2,60.0,1,0,Low Price
4846,22489883,"Top location, large and luxury flat. Old Town!",5535217,2013-03-19,"Soedermalm, Stockholms laen, Sweden",Soedermalm,Soedermalm,Stockholms laen,111 29,Sweden,593.232,1.807.362,Apartment,2.0,2599.0,2,338,77,99.0,2,3,High Price
4848,22510832,Townhouse in friendly area close to Stockholm City,126303834,2017-04-17,"Haesselby-Vaellingby, Stockholms laen, Sweden",Haesselby-Vaellingby,Haesselby-Vaellingby,Stockholms laen,165 75,Sweden,5.938.253,1.780.692,Townhouse,3.0,1001.0,5,48,5,100.0,1,0,High Price
4849,22512859,"Light and unique loft/flat, waterfront location",20646231,2014-08-28,"Soedermalm, Stockholms laen, Sweden",Skarpnaeck,Soedermalm,Stockholms laen,120 64,Sweden,5.930.466,1.810.048,Apartment,3.0,863.0,2,3,46,99.0,1,2,Middle Price
4850,22521014,Apartment on the upper east side of Stockholm city,61140723,2016-03-01,"Stockholm, Stockholms laen, Sweden",Oestermalm,Stockholm,Stockholms laen,114 28,Sweden,5.934.716,1.806.854,Apartment,1.0,549.0,2,0,3,80.0,1,0,Middle Price
4853,22537815,120 kvm parhus naera Aelvsjoemaessan och Stockholms C,165434810,2018-01-02,"Stockholm, Stockholms laen, Sweden",Aelvsjoe,Stockholm,Stockholms laen,126 39,Sweden,592.878,1.801.529,House,3.0,951.0,4,0,2,100.0,1,0,Middle Price
4854,22538626,Hornstull Flat,165556008,2018-01-03,"Soedermalm, Stockholms laen, Sweden",Soedermalm,Soedermalm,Stockholms laen,117 33,Sweden,5.931.845,1.803.495,Apartment,1.0,304.0,2,2,24,93.0,1,1,Low Price
4855,22541486,2 bedroom townhouse apartment in the city center.,55812340,2016-01-23,"Kungsholmen, Stockholms laen, Sweden",Kungsholmen,Kungsholmen,Stockholms laen,112 69,Sweden,593.349,1.804.353,Apartment,2.0,1305.0,4,7,2,100.0,2,0,High Price
4856,22545246,"Charming house in Enskede,close to city and Globen",4766586,2013-01-19,"Stockholm, Stockholms laen, Sweden",Farsta,Stockholm,Stockholms laen,122 48,Sweden,5.927.354,1.807.254,House,3.0,1805.0,5,131,6,97.0,1,0,High Price
4858,22548638,Fartyget AtSea paa Lilla Essingen,138497420,2017-07-04,"Kungsholmen, Stockholms laen, Sweden",Kungsholmen,Kungsholmen,Stockholms laen,112 67,Sweden,5.932.352,1.801.021,Boat,2.0,1952.0,2,60,5,95.0,2,0,High Price
4859,22566276,"Two room apartment in central Stockholm, Vasastan!",165845563,2018-01-04,"Norrmalm, Stockholms laen, Sweden",Norrmalm,Norrmalm,Stockholms laen,113 39,Sweden,5.934.204,1.803.505,Apartment,1.0,902.0,2,0,2,100.0,1,0,Middle Price
4860,22575671,Light and cozy apartment in the city archipelago,109107841,2016-12-30,"Kungsholmen, Stockholms laen, Sweden",Kungsholmen,Kungsholmen,Stockholms laen,112 63,Sweden,5.932.461,1.800.703,Apartment,0.0,353.0,2,0,12,100.0,1,0,Low Price
4861,22580425,Renovated 2-room apartment. Close to inner city.,70942841,2016-05-08,"Bromma, Stockholms laen, Sweden",Bromma,Bromma,Stockholms laen,168 33,Sweden,5.933.162,1.794.609,Apartment,1.0,696.0,3,210,71,91.0,9,3,Middle Price
4862,22596210,Stylish 3-room flat in trendy SOFO,7866472,2013-08-01,"Stockholm, Stockholms laen, Sweden",Soedermalm,Stockholm,Stockholms laen,116 63,Sweden,5.931.013,1.808.163,Apartment,2.0,1099.0,5,0,11,98.0,1,0,High Price
4863,22604149,Delightful apartment close to city center,16376577,2014-06-04,"Enskede-Aarsta-Vantoer, Stockholms laen, Sweden",Enskede-Aarsta-Vantoer,Enskede-Aarsta-Vantoer,Stockholms laen,121 44,Sweden,5.929.475,1.807.552,Apartment,1.0,598.0,7,0,3,100.0,1,0,Middle Price
4864,22611755,"Raadhuset  -a clean, cosy &  quiet studio.",162509135,2017-12-13,"Kungsholmen, Stockholms laen, Sweden",Kungsholmen,Kungsholmen,Stockholms laen,112 28,Sweden,5.933.079,1.803.992,Apartment,0.0,1197.0,4,0,18,96.0,1,0,High Price
4865,22622919,Charming apt in trendy Midsommarkransen,53409196,2016-01-05,"Haegersten-Liljeholmen, Stockholms laen, Sweden",Haegersten-Liljeholmen,Haegersten-Liljeholmen,Stockholms laen,126 35,Sweden,593.019,1.800.883,Apartment,1.0,402.0,6,0,4,100.0,1,0,Low Price
4866,22625465,Stockholm,160072992,2017-11-25,"Haegersten-Liljeholmen, Stockholms laen, Sweden",Haegersten-Liljeholmen,Haegersten-Liljeholmen,Stockholms laen,126 38,Sweden,592.903,179.912,Apartment,1.0,147.0,3,71,52,87.0,1,2,Low Price
4867,22640646,Soeders lilla paerla,166716690,2018-01-09,"Soedermalm, Stockholms laen, Sweden",Soedermalm,Soedermalm,Stockholms laen,118 54,Sweden,593.162,1.806.392,Bed and breakfast,0.0,795.0,1,304,30,93.0,5,1,Middle Price
4870,22651828,"Cozy Flat facing forest, close to lake/metro.",11857856,2014-02-02,"Haegersten-Liljeholmen, Stockholms laen, Sweden",Haegersten-Liljeholmen,Haegersten-Liljeholmen,Stockholms laen,126 54,Sweden,5.930.761,1.798.523,Apartment,1.0,481.0,1,0,5,100.0,1,0,Low Price
4871,22662788,Modern apartment with amazing view,9681554,2013-10-28,"Kungsholmen, Stockholms laen, Sweden",Kungsholmen,Kungsholmen,Stockholms laen,112 16,Sweden,5.933.909,1.801.161,Apartment,1.0,1001.0,4,341,3,100.0,1,0,High Price
4872,22664537,"Rymligt, modernt och stilrent hus naera city!",82516757,2016-07-08,"Stockholm, Stockholms laen, Sweden",Farsta,Stockholm,Stockholms laen,122 40,Sweden,5.927.128,1.809.131,House,5.0,2845.0,2,153,25,100.0,1,1,High Price
4873,22677610,Best Price and Central located Hotel in Stockholm,116044429,2017-02-12,"Norrmalm, Stockholms laen, Sweden",Norrmalm,Norrmalm,Stockholms laen,111 23,Sweden,5.933.869,1.805.244,Hotel,0.0,745.0,1,4,39,93.0,5,2,Middle Price
4874,22680696,Vasastans hjaerta,123831655,2017-04-02,"Norrmalm, Stockholms laen, Sweden",Norrmalm,Norrmalm,Stockholms laen,113 28,Sweden,5.934.157,1.805.041,Apartment,2.0,1001.0,2,29,17,100.0,1,1,High Price
4875,22681074,Best location large appartment w smooth details,4345958,2012-12-07,"Oestermalm, Stockholms laen, Sweden",Oestermalm,Oestermalm,Stockholms laen,114 37,Sweden,5.934.277,180.799,Apartment,2.0,539.0,2,9,48,91.0,1,2,Middle Price
4876,22684475,"A nice, Comfortable Apt in South/Central Stockholm",29829542,2015-03-22,"Stockholm, Stockholms laen, Sweden",Haegersten-Liljeholmen,Stockholm,Stockholms laen,126 29,Sweden,5.929.871,1.800.315,Apartment,1.0,853.0,5,0,7,97.0,1,0,Middle Price
4877,22687491,Apartment close to public transport/Aelvsjoe,2363306,2012-05-13,"Aelvsjoe, Stockholms laen, Sweden",Aelvsjoe,Aelvsjoe,Stockholms laen,125 44,Sweden,5.928.136,1.801.173,Apartment,3.0,902.0,5,0,1,100.0,1,0,Middle Price
4879,22704060,Studio in central Stockholm,4490025,2012-12-25,"Oestermalm, Stockholms laen, Sweden",Oestermalm,Oestermalm,Stockholms laen,114 23,Sweden,5.934.926,1.806.429,Apartment,1.0,383.0,1,0,17,99.0,1,0,Low Price
4880,22714940,Cosy appartment in the heart of Stockholm,103289744,2016-11-11,"Oestermalm, Stockholms laen, Sweden",Oestermalm,Oestermalm,Stockholms laen,114 58,Sweden,593.369,1.808.396,Apartment,0.0,500.0,2,0,7,100.0,1,0,Middle Price
4881,22724578,Lovely studio in central Stockholm!,87204041,2016-08-01,"Norrmalm, Stockholms laen, Sweden",Norrmalm,Norrmalm,Stockholms laen,113 21,Sweden,5.933.775,1.803.681,Apartment,0.0,500.0,1,0,2,100.0,1,0,Middle Price
4882,22726395,Nice room close to downtown Stockholm,2688822,2012-06-20,"Enskede-Aarsta-Vantoer, Stockholms laen, Sweden",Enskede-Aarsta-Vantoer,Enskede-Aarsta-Vantoer,Stockholms laen,122 43,Sweden,5.928.247,180.463,Apartment,1.0,206.0,1,144,84,99.0,1,4,Low Price
4883,22731440,Large stylish bedroom and lounge in Sofo.,1357548,2011-11-01,"Soedermalm, Stockholms laen, Sweden",Soedermalm,Soedermalm,Stockholms laen,116 30,Sweden,5.931.514,1.808.498,Apartment,1.0,893.0,2,3,30,100.0,1,1,Middle Price
4884,22750916,Best place in inner city Stockholm,156223910,2017-10-25,"Stockholm, Stockholms laen, Sweden",Soedermalm,Stockholm,Stockholms laen,116 31,Sweden,5.931.304,1.808.515,Apartment,1.0,402.0,1,96,139,98.0,1,7,Low Price
4885,22757136,”Penthouse”,36018659,2015-06-17,"Farsta, Stockholms laen, Sweden",Farsta,Farsta,Stockholms laen,122 44,Sweden,5.926.615,180.886,Apartment,1.0,353.0,3,32,8,96.0,2,0,Low Price
4886,22758413,Rymligt hus i Enskede (Stureby). Naera Maessan.,78686748,2016-06-19,"Enskede-Aarsta-Vantoer, Stockholms laen, Sweden",Enskede-Aarsta-Vantoer,Enskede-Aarsta-Vantoer,Stockholms laen,122 66,Sweden,5.926.762,1.806.257,House,4.0,1501.0,2,55,2,100.0,1,0,High Price
4887,22759927,Nice as New independant  studio in Stockholm,168109989,2018-01-16,"Kista, Stockholms laen, Sweden",Rinkeby-Kista,Kista,Stockholms laen,164 43,Sweden,5.940.111,1.794.549,Apartment,1.0,353.0,10,63,40,95.0,1,2,Low Price
4888,22760889,Private Attic Space above Old Town Roof Scape,62936317,2016-03-14,"Soedermalm, Stockholms laen, Sweden",Soedermalm,Soedermalm,Stockholms laen,111 27,Sweden,5.932.388,1.806.935,Loft,2.0,1501.0,2,0,1,100.0,2,0,High Price
4889,22779128,"54kvm, 1 bedroom Stockholm",78258269,2016-06-17,"Oestermalm, Stockholms laen, Sweden",Oestermalm,Oestermalm,Stockholms laen,115 39,Sweden,5.934.913,1.810.063,Apartment,1.0,804.0,3,0,3,100.0,1,0,Middle Price
4890,22783605,Best Location Apartment Old Town,168322755,2018-01-17,"Soedermalm, Stockholms laen, Sweden",Soedermalm,Soedermalm,Stockholms laen,111 27,Sweden,5.932.295,1.807.119,Apartment,4.0,3796.0,2,282,87,93.0,2,4,High Price
4891,22790032,1920:s Architect studio,168381176,2018-01-17,"Soedermalm, Stockholms laen, Sweden",Soedermalm,Soedermalm,Stockholms laen,117 32,Sweden,5.931.949,180.418,Apartment,1.0,951.0,3,0,23,96.0,1,1,Middle Price
4892,22800674,Studio Apartment Delight,31783855,2015-04-23,"Soedermalm, Stockholms laen, Sweden",Soedermalm,Soedermalm,Stockholms laen,111 31,Sweden,5.932.423,180.726,Apartment,0.0,1805.0,2,312,18,98.0,8,1,High Price
4893,22809811,City-life in trendy apartment,58671372,2016-02-14,"Stockholm, Stockholms laen, Sweden",Norrmalm,Stockholm,Stockholms laen,111 44,Sweden,5.933.566,1.806.907,Apartment,1.0,1246.0,3,0,4,90.0,1,0,High Price
4894,22809854,Studio on Sodermalm,168568871,2018-01-18,"Soedermalm, Stockholms laen, Sweden",Soedermalm,Soedermalm,Stockholms laen,118 61,Sweden,5.930.796,1.806.736,Condominium,0.0,589.0,2,88,42,95.0,1,2,Middle Price
4895,22820488,"Homely Studio in Trendy Mariatorget, Soedermalm",168429384,2018-01-17,"Soedermalm, Stockholms laen, Sweden",Soedermalm,Soedermalm,Stockholms laen,118 48,Sweden,5.931.739,1.806.562,Apartment,0.0,1001.0,1,308,85,85.0,1,4,High Price
4897,22842505,Kahlon,168490110,2018-01-18,"Stockholm, Stockholms laen, Sweden",Skaerholmen,Stockholm,Stockholms laen,127 37,Sweden,5.928.849,1.792.576,Apartment,1.0,598.0,1,13,5,96.0,1,0,Middle Price
4898,22843282,Urban seaside apartment w patio – trendy Sjoestaden,34292500,2015-05-26,"Soedermalm, Stockholms laen, Sweden",Skarpnaeck,Soedermalm,Stockholms laen,120 68,Sweden,5.930.503,1.810.809,Apartment,1.0,1746.0,3,285,28,99.0,2,1,High Price
4900,22859966,"A few steps from lake Maelaren, 5 km to city centre",169090147,2018-01-21,"Bromma, Stockholms laen, Sweden",Bromma,Bromma,Stockholms laen,167 45,Sweden,5.933.425,1.798.001,Apartment,1.0,696.0,1,0,4,100.0,1,0,Middle Price
4901,22863448,Rum med egen ingaang.,79735175,2016-06-24,"Stockholm, Stockholms laen, Sweden",Farsta,Stockholm,Stockholms laen,122 40,Sweden,5.926.786,1.808.545,Guest suite,2.0,500.0,3,0,29,92.0,1,1,Middle Price
4902,22896025,"3 bedroom and kitchen apartment, Soedermalm",169451316,2018-01-23,"Stockholm, Stockholms laen, Sweden",Soedermalm,Stockholm,Stockholms laen,117 29,Sweden,5.931.717,1.804.043,Apartment,3.0,1197.0,2,0,5,92.0,1,0,High Price
4903,22898027,"Rooftop apartm, 2-floors, 5 rooms, 10 min fr. city",14567667,2014-04-22,"Haegersten-Liljeholmen, Stockholms laen, Sweden",Haegersten-Liljeholmen,Haegersten-Liljeholmen,Stockholms laen,126 35,Sweden,5.929.984,1.800.482,Loft,3.0,1197.0,3,0,23,99.0,1,1,High Price
